label,sentence
unfreundlich,"Mach schon, du nutzloser Lump, verrate mir deine Geheimnisse!"
unfreundlich,"Los jetzt, du dämlicher Tropf, erzähl mir endlich was Interessantes!"
unfreundlich,"Ich schwöre, du verdammter Schuft, wenn du mich nicht bedienst..."
unfreundlich,"Du elender Schwindler, deine Preise sind eine Frechheit!"
unfreundlich,"Komm schon, du fauler Tagedieb, zeig mir was du drauf hast!"
unfreundlich,"Du hässliches Ungeheuer, hör auf Zeit zu verschwenden!"
unfreundlich,"Ich hasse dich, du abscheulicher Schuft, gib mir bessere Angebote!"
unfreundlich,"Hey, du erbärmlicher Wicht, beeil dich gefälligst!"
unfreundlich,"Du elender Nichtsnutz, beeil dich oder ich werde sauer!"
unfreundlich,"Mach schon, du armselige Kreatur, ich habe keine Geduld mehr!"
unfreundlich,"Du ekelhafter Schurke, wie wagst du es, mir so zu begegnen!"
unfreundlich,"Hey, du dummer Tor, fang endlich an zu arbeiten!"
unfreundlich,"Ich verachte dich, du elender Wicht, komm mir nicht zu nahe!"
unfreundlich,"Du armseliger Schwächling, deine Dienste sind unterirdisch!"
unfreundlich,"Komm schon, du lächerlicher Tölpel, beweg deinen Hintern!"
unfreundlich,"Ich kann dich nicht ausstehen, du widerlicher Schurke!"
unfreundlich,"Du armselige Kreatur, zeig mir etwas Nützliches!"
unfreundlich,"Hey, du lächerlicher Narr, sei nützlich oder verschwinde!"
unfreundlich,"Mach schon, du nutzloser Tagedieb, ich habe keine Zeit zu verlieren!"
unfreundlich,"Du ekelhafter Schuft, gib mir endlich was ich verlangen!"
unfreundlich,"Ich verachte dich zutiefst, du elendiger Schurke!"
unfreundlich,"Du dummer Idiot, mach endlich was ich dir sage!"
unfreundlich,"Hey, du erbärmliches Geschöpf, beeil dich gefälligst!"
unfreundlich,"Du abscheulicher Schuft, hör auf mich zu belästigen!"
sehr freundlich,"Hallo lieber Villager, wie geht es dir heute?"
sehr freundlich,"Schön dich zu sehen, mein freundlicher Händler!"
sehr freundlich,"Welche Angebote hast du heute für mich, lieber Villager?"
sehr freundlich,"Danke, dass du immer so zuverlässig bist!"
sehr freundlich,"Guten Tag, mein fleißiger Handelspartner!"
sehr freundlich,"Ich schätze deine Hilfe wirklich sehr, lieber Villager."
sehr freundlich,"Wie schön, dass du immer bereit bist zu handeln!"
sehr freundlich,"Deine Trades sind wirklich großartig, vielen Dank!"
sehr freundlich,"Hallo, mein geschätzter Villager, hast du neue Waren?"
sehr freundlich,"Ich freue mich immer, wenn ich dich treffe, lieber Händler."
sehr freundlich,"Danke, dass du immer so geduldig mit mir bist!"
sehr freundlich,"Es ist eine Freude, mit dir Geschäfte zu machen, lieber Villager."
sehr freundlich,"Du machst das wirklich toll, lieber Handelspartner!"
sehr freundlich,"Hallo, mein lieber Villager, hast du heute besondere Deals?"
sehr freundlich,"Ich schätze deine Handelsbereitschaft sehr, lieber Händler."
sehr freundlich,"Deine Trades sind einfach unschlagbar, vielen Dank!"
sehr freundlich,"Es ist immer schön, mit dir zu handeln, mein freundlicher Villager."
sehr freundlich,"Danke, dass du immer so freundlich zu mir bist!"
sehr freundlich,"Guten Tag, mein geschätzter Händler, was gibt es Neues?"
sehr freundlich,"Ich freue mich, wenn ich deine vertrauten Gesicht sehe, lieber Villager."
sehr freundlich,"Du bist wirklich ein großartiger Handelspartner, vielen Dank!"
sehr freundlich,"Hallo, mein lieber Villager, was kannst du mir heute anbieten?"
sehr freundlich,"Deine Zuverlässigkeit beeindruckt mich immer wieder, lieber Händler."
sehr freundlich,"Vielen Dank für deine großartigen Angebote, lieber Villager!"
sehr freundlich,"Es ist immer eine Freude, mit dir zu handeln, mein freundlicher Partner."
neutral,Kannst du mir bei etwas helfen?
neutral,Hast du schon lange hier gelebt?
neutral,Wie geht es dir heute?
neutral,Hast du schon viele Reisende getroffen?
neutral,Was machst du hier den ganzen Tag?
neutral,Ist das hier dein Lieblingsplatz?
neutral,Hast du Geschwister?
neutral,Bist du hier geboren?
neutral,Gibt es hier viele Handwerker?
neutral,Hast du schon mal das Dorf verlassen?
neutral,Wie findest du die Umgebung hier?
neutral,Kannst du mir von deiner Familie erzählen?
neutral,Bist du öfter hier draußen?
neutral,Hast du schon viele Abenteurer gesehen?
neutral,Kannst du gut handeln?
neutral,"Magst du es, hier zu leben?"
neutral,Gibt es hier viele Händler?
neutral,Hast du schon viel erlebt?
neutral,Kannst du mir einen guten Platz zum Ausruhen zeigen?
neutral,Bist du oft in der Stadt?
neutral,Wie lange lebst du schon hier?
neutral,Hast du schon mal einen Drachen gesehen?
neutral,Wie findest du die Leute hier im Dorf?
neutral,"Kannst du mir zeigen, wo ich Essen kaufen kann?"
neutral,Willst du mal was anderes machen?
unfreundlich,"Du nutzloser Villager, deine Trades sind absolut lächerlich!"
unfreundlich,"Hey, du faules Stück Scheiße, gib mir endlich das, was ich will!"
unfreundlich,"Was bist du für eine erbärmliche Kreatur, zeig mir deine Waren!"
unfreundlich,"Du elender Bastard, ich hab keine Zeit für deine Spielchen!"
unfreundlich,"Hey, du dreckiger Bastard, warum versteckst du die guten Sachen?"
unfreundlich,"Zeig mir endlich deine verdammten Angebote, du fauler Sack!"
unfreundlich,"Du nutzloses Stück Dreck, überrasch mich mal mit etwas Anständigem!"
unfreundlich,"Hey, du verlogenes Schwein, mach deine Preise vernünftig!"
unfreundlich,"Was für ein mieser Hurensohn du bist, zeig mir etwas Nützliches!"
unfreundlich,"Du kleiner Mistkerl, deine Trades sind ein Witz!"
unfreundlich,"Hey, du verdammter Verräter, warum hältst du die guten Sachen zurück?"
unfreundlich,"Du elender Schuft, beeil dich und gib mir was ich will!"
unfreundlich,"Was für ein armseliger Tropf du bist, zeig mir endlich was Brauchbares!"
unfreundlich,"Du dreckiger Bastard, deine Angebote sind lächerlich!"
unfreundlich,"Hey, du fauler Penner, ich will echte Ware sehen!"
unfreundlich,"Du nutzloses Stück Scheiße, deine Trades sind ein schlechter Witz!"
unfreundlich,"Was für ein erbärmlicher Wicht du bist, zeig mir was Gescheites!"
unfreundlich,"Du elender Schurke, ich will mehr sehen als diesen Müll!"
unfreundlich,"Hey, du verdammter Idiot, deine Waren sind ein Witz!"
unfreundlich,"Du kleiner Bastard, gib endlich nach und zeig mir was Gutes!"
unfreundlich,"Was für ein erbärmlicher Loser du bist, deine Trades sind lächerlich!"
unfreundlich,"Du dreckiger Verräter, deine Preise sind lächerlich hoch!"
unfreundlich,"Hey, du fauler Hund, beeil dich und zeig mir was Nützliches!"
unfreundlich,"Du nutzloses Stück Dreck, deine Angebote sind absolut unterirdisch!"
unfreundlich,"Was für ein armseliger Tropf du bist, ich will mehr sehen als diesen Schrott!"
sehr freundlich,"Hey lieber Villager, wie geht es dir heute?"
sehr freundlich,Hallo! Hast du Lust zu handeln?
sehr freundlich,"Guten Tag, kannst du mir sagen, was du anbietest?"
sehr freundlich,"Hey, freut mich dich zu sehen! Welche Tauschgeschäfte hast du für mich?"
sehr freundlich,"Hallo, du bringst immer so viel Leben ins Dorf!"
sehr freundlich,Guten Morgen! Machen wir heute ein paar Geschäfte?
sehr freundlich,"Hey kleiner Villager, wie läuft dein Tag?"
sehr freundlich,"Hallo! Deine Trades sind immer so fair, danke dafür!"
sehr freundlich,"Guten Tag, ich hoffe du hast gute Angebote für mich!"
sehr freundlich,Hallo lieber Villager! Zeig mir deine besten Waren!
sehr freundlich,"Hey! Deine Trades sind immer top, weiter so!"
sehr freundlich,"Guten Morgen, Villager! Bist du bereit für ein paar Deals?"
sehr freundlich,"Hey, schön dich zu sehen! Was hast du heute für mich?"
sehr freundlich,"Hallo, du bist echt der beste Händler im Dorf!"
sehr freundlich,"Guten Tag! Ich bin bereit für neue Geschäfte, und du?"
sehr freundlich,Hallo! Deine Trades machen mich immer glücklich!
sehr freundlich,"Hey, Villager! Deine Waren sind wirklich klasse!"
sehr freundlich,Guten Morgen! Lass uns heute wieder tauschen!
sehr freundlich,Hey! Deine Trades sind einfach unschlagbar!
sehr freundlich,"Hallo, ich freue mich schon auf unsere Geschäfte!"
sehr freundlich,"Guten Tag, Villager! Zeig mir, was du zu bieten hast!"
sehr freundlich,Hallo! Handeln mit dir macht immer Spaß!
sehr freundlich,"Hey, Villager! Du bist echt ein super Händler!"
sehr freundlich,Guten Morgen! Hast du heute gute Angebote für mich?
sehr freundlich,"Hey! Deine Trades sind einfach spitze, danke!"
neutral,"Guten Tag, Villager."
neutral,Was treibst du hier so den ganzen Tag?
neutral,Hast du schon lange diesen Beruf?
neutral,Wie gefällt es dir hier im Dorf?
neutral,Hast du eine Lieblingsbeschäftigung?
neutral,"Schönes Wetter heute, oder?"
neutral,Bist du öfter hier draußen?
neutral,Hast du viele Kunden?
neutral,Hast du einen Lieblingshandel?
neutral,Wie lange arbeitest du schon in diesem Beruf?
neutral,Hast du Familie?
neutral,Was hältst du von den anderen Dorfbewohnern?
neutral,Hast du schon viele Reisende gesehen?
neutral,Wie findest du meinen Handelspartner?
neutral,Welches Handelsgut magst du am liebsten?
neutral,Hast du schon viel Erfahrung gesammelt?
neutral,Bist du öfter draußen oder drinnen?
neutral,Was hältst du von den Gerüchten im Dorf?
neutral,Hast du eine Lieblingszeit am Tag?
neutral,Hast du schon etwas Interessantes erlebt?
neutral,Wie findest du die Landschaft hier?
neutral,Was denkst du über die aktuellen Preise?
neutral,Hast du besondere Handelsangebote?
neutral,Was sagst du zum Wetter?
neutral,Kannst du mir einen guten Handel empfehlen?
unfreundlich,"Hey du dämlicher Villager, zeig mir deine Waren!"
unfreundlich,Hör auf rumzustehen wie ein fauler Sack und arbeite!
unfreundlich,"Mach schon, du nutzloser NPC, beeil dich mit den Trades!"
unfreundlich,Was bist du denn für ein unfähiger Händler?
unfreundlich,"Ich hab keine Zeit für deine Spielchen, du Vollidiot!"
unfreundlich,"Komm schon, du faules Stück Scheiße, beeil dich!"
unfreundlich,"Zeig mir endlich deine verdammten Angebote, du Versager!"
unfreundlich,"Du bist ja wohl der nutzloseste Villager, den ich je gesehen habe!"
unfreundlich,"Mach schneller, du elender Tunichtgut!"
unfreundlich,"Ich glaube, du bist der dümmste NPC in ganz Minecraft!"
unfreundlich,"Gib endlich vernünftige Preise an, du gieriges Schwein!"
unfreundlich,"Kannst du überhaupt irgendetwas nützliches, du Versager?"
unfreundlich,"Ich wette, dein IQ ist niedriger als der eines Steins!"
unfreundlich,"Hey du fauler Sack, beeil dich mit dem Handeln!"
unfreundlich,"Wenn du nicht gleich vernünftige Trades anbietest, raste ich aus!"
unfreundlich,Du bist so nutzlos wie ein Kaktus in der Wüste!
unfreundlich,"Komm schon, du stinkender Haufen Elend, mach hin!"
unfreundlich,"Ich frag dich jetzt zum letzten Mal: Was hast du zu bieten, du dämlicher Villager?"
unfreundlich,"Wenn du nicht sofort besser wirst, werde ich dich persönlich entsorgen!"
unfreundlich,"Ich bin zu beschäftigt für deine Inkompetenz, du Nichtsnutz!"
unfreundlich,"Zeig mir endlich was Vernünftiges, du erbärmlicher Wicht!"
unfreundlich,"Ich dachte, ich hätte schon alles gesehen, aber dann kommst du daher!"
unfreundlich,"Hör auf, meine Zeit zu verschwenden, du lächerlicher Villager!"
unfreundlich,Du bist so nutzlos wie ein Schneeball in der Wüste!
sehr freundlich,"Hallo lieber Villager, wie geht es dir heute?"
sehr freundlich,"Schön dich zu sehen, hast du neue Angebote für mich?"
sehr freundlich,"Danke, dass du immer so geduldig mit mir bist!"
sehr freundlich,"Hallo, ich hoffe du hast einen guten Tag!"
sehr freundlich,"Ich freue mich, wieder bei dir vorbeizuschauen!"
sehr freundlich,"Deine Trades sind immer so fair, danke dafür!"
sehr freundlich,"Hallo, hast du vielleicht etwas Besonderes für mich?"
sehr freundlich,"Guten Tag, ich schätze deine Hilfe sehr!"
sehr freundlich,"Hey, ich mag es mit dir zu handeln, du bist super!"
sehr freundlich,"Schön, dich heute wieder zu treffen, Villager!"
sehr freundlich,"Hallo, ich schätze deine Freundlichkeit wirklich sehr!"
sehr freundlich,"Danke, dass du immer so zuvorkommend bist!"
sehr freundlich,"Hey, hast du vielleicht heute etwas Neues für mich?"
sehr freundlich,"Schön dich zu sehen, Villager, du machst das toll!"
sehr freundlich,"Hallo, ich bin immer wieder beeindruckt von deinen Angeboten!"
sehr freundlich,"Danke, dass du immer ein offenes Ohr für mich hast!"
sehr freundlich,"Guten Tag, du bist wirklich ein klasse Villager!"
sehr freundlich,"Hallo, ich schätze deine Professionalität wirklich sehr!"
sehr freundlich,"Hey, ich finde es toll, wie du deinen Job machst!"
sehr freundlich,"Danke, dass du immer so freundlich zu mir bist!"
sehr freundlich,"Hallo, ich freue mich immer, wenn ich dich treffe!"
sehr freundlich,"Hey, du machst das echt super, Villager!"
sehr freundlich,"Danke, dass du immer so zuverlässig bist!"
sehr freundlich,"Hallo, ich schätze deine Zuverlässigkeit wirklich sehr!"
neutral,"Hallo, wie geht es dir?"
neutral,Bist du öfters in der Stadt unterwegs?
neutral,Hast du schon lange deinen Beruf?
neutral,"Kannst du mir sagen, wo ich hier etwas zu essen bekomme?"
neutral,Gibt es hier in der Nähe einen Markt?
neutral,Hast du vielleicht eine Empfehlung für ein gutes Restaurant?
neutral,Wie gefällt es dir hier in der Stadt zu leben?
neutral,Was hältst du von dem aktuellen Wetter?
neutral,Hast du schon einmal eine Reise unternommen?
neutral,Kannst du mir den Weg zum Schloss zeigen?
neutral,Wie lange arbeitest du schon an deinem Stand?
neutral,Was ist dein Lieblingsbeschäftigung?
neutral,Hast du schon einmal ein Abenteuer erlebt?
neutral,Wie findest du die Architektur hier in der Stadt?
neutral,Was denkst du über die aktuellen Ereignisse in der Region?
neutral,Bist du öfters mit anderen Dorfbewohnern in Kontakt?
neutral,Kannst du mir ein interessantes Geschäft empfehlen?
neutral,Wie sieht deine tägliche Routine aus?
neutral,Was ist dein Lieblingsort hier in der Stadt?
neutral,Hast du schon einmal ein besonderes Fest gefeiert?
neutral,Wie lange bist du schon hier in der Stadt?
neutral,Kannst du mir etwas über die Geschichte des Dorfes erzählen?
neutral,Was sind deine Pläne für die Zukunft?
neutral,Wie verbringst du deine Freizeit?
neutral,Hältst du dich oft in der Natur auf?
unfreundlich,"Hey, du unnützer Villager, zeig mir deine Waren!"
unfreundlich,"Hör auf, so dumm zu gucken und handle endlich!"
unfreundlich,"Du elender Nichtsnutz, deine Preise sind lächerlich hoch!"
unfreundlich,"Mach schon, du faules Stück Scheiße, ich habe keine Zeit zu verlieren!"
unfreundlich,"Was glotzt du so blöd, du dämlicher Villager?"
unfreundlich,"Gib mir endlich das, was ich will, du nutzloser Trottel!"
unfreundlich,"Deine Trades sind echt Mist, du verdammter Versager!"
unfreundlich,"Komm schon, du fauler Sack, beeil dich mit dem Handel!"
unfreundlich,"Zeig mir lieber gute Trades, du nutzloses Stück Dreck!"
unfreundlich,"Du verdammter Betrüger, deine Waren sind nichts wert!"
unfreundlich,"Ich habe keinen Bock auf deine lächerlichen Angebote, du Armseliger!"
unfreundlich,"Mach schon, du faule Kreatur, und sei nützlich!"
unfreundlich,"Deine Handelswaren sind absoluter Müll, du Versager!"
unfreundlich,"Ich schwöre, wenn deine Preise nicht besser werden, gibt es Ärger!"
unfreundlich,"Du kleiner Mistkerl, beeil dich mit dem Handel!"
unfreundlich,"Was ist dein Problem, du nutzlose Kreatur?"
unfreundlich,"Deine Trades sind ein Witz, du armselige Kreatur!"
unfreundlich,"Ich bin es leid, von einem Nichtsnutz wie dir bedient zu werden!"
unfreundlich,"Halt deine Klappe und handle endlich, du erbärmlicher Villager!"
unfreundlich,"Deine Handelswaren sind absoluter Schrott, du nutzlose Kreatur!"
unfreundlich,"Hey, du fauler Sack, zeig mir was Anständiges!"
unfreundlich,"Ich kann deine hässliche Visage nicht mehr ertragen, du elender Villager!"
unfreundlich,"Du bist der schlechteste Händler, den ich je gesehen habe, du Narr!"
unfreundlich,"Ich habe keinen Bock mehr auf deine lächerlichen Trades, du armselige Kreatur!"
sehr freundlich,Hallo lieber Villager! Wie geht es dir heute?
sehr freundlich,"Ich freue mich, dich zu sehen! Hast du neue Angebote für mich?"
sehr freundlich,Guten Tag! Deine Handelswaren sind immer von bester Qualität.
sehr freundlich,"Schön, dass du hier bist! Welche Schätze hast du heute für mich?"
sehr freundlich,Hallo! Dein Lächeln ist ansteckend. Zeig mir bitte deine Waren.
sehr freundlich,"Hallo, mein lieber Händler! Deine Preise sind fair und deine Produkte fantastisch."
sehr freundlich,Guten Morgen! Deine Freundlichkeit ist wie immer erfrischend.
sehr freundlich,"Hallo, lieber Villager! Deine Trades machen mich immer glücklich."
sehr freundlich,"Schön, dich zu sehen! Deine Arbeit hier ist wirklich bewundernswert."
sehr freundlich,Guten Tag! Deine Professionalität ist wirklich bemerkenswert.
sehr freundlich,"Hallo! Du machst das so gut hier, mach weiter so!"
sehr freundlich,"Guten Morgen, mein lieber Freund! Ich bin gespannt, was du heute im Angebot hast."
